"","genus","family","order","class"
"1822","Mycteria","Ciconiidae","Ciconiiformes","Aves"
"1823","Jabiru","Ciconiidae","Ciconiiformes","Aves"
"1824","Ephippiorhynchus","Ciconiidae","Ciconiiformes","Aves"
"1825","Theristicus","Threskiornithidae","Pelecaniformes","Aves"
"1826","Eudocimus","Threskiornithidae","Pelecaniformes","Aves"
"1827","Cercibis","Threskiornithidae","Pelecaniformes","Aves"
"1828","Phimosus","Threskiornithidae","Pelecaniformes","Aves"
"1829","Geronticus","Threskiornithidae","Pelecaniformes","Aves"
"1830","Platalea","Threskiornithidae","Pelecaniformes","Aves"
"1831","Pseudibis","Threskiornithidae","Pelecaniformes","Aves"
"1832","Lophotibis","Threskiornithidae","Pelecaniformes","Aves"
"1833","Threskiornis","Threskiornithidae","Pelecaniformes","Aves"
"1834","Nipponia","Threskiornithidae","Pelecaniformes","Aves"
"1835","Bostrychia","Threskiornithidae","Pelecaniformes","Aves"
"1836","Mesembrinibis","Threskiornithidae","Pelecaniformes","Aves"
"1837","Plegadis","Threskiornithidae","Pelecaniformes","Aves"
"1838","Thaumatibis","Threskiornithidae","Pelecaniformes","Aves"
"1839","Tigrisoma","Ardeidae","Pelecaniformes","Aves"
"1840","Egretta","Ardeidae","Pelecaniformes","Aves"
"1841","Syrigma","Ardeidae","Pelecaniformes","Aves"
"1842","Pilherodius","Ardeidae","Pelecaniformes","Aves"
"1843","Butorides","Ardeidae","Pelecaniformes","Aves"
"1844","Agamia","Ardeidae","Pelecaniformes","Aves"
"1845","Nycticorax","Ardeidae","Pelecaniformes","Aves"
"1846","Ardeola","Ardeidae","Pelecaniformes","Aves"
"1847","Gorsachius","Ardeidae","Pelecaniformes","Aves"
"1848","Nyctanassa","Ardeidae","Pelecaniformes","Aves"
"1849","Ardea","Ardeidae","Pelecaniformes","Aves"
"1850","Mesophoyx","Ardeidae","Pelecaniformes","Aves"
"1851","Casmerodius","Ardeidae","Pelecaniformes","Aves"
"1852","Bubulcus","Ardeidae","Pelecaniformes","Aves"
"1853","Ixobrychus","Ardeidae","Pelecaniformes","Aves"
"1854","Botaurus","Ardeidae","Pelecaniformes","Aves"
"1855","Zebrilus","Ardeidae","Pelecaniformes","Aves"
"1856","Cochlearius","Ardeidae","Pelecaniformes","Aves"
"1857","Zonerodius","Ardeidae","Pelecaniformes","Aves"
"1858","Tigriornis","Ardeidae","Pelecaniformes","Aves"
"1859","Pelecanus","Pelecanidae","Pelecaniformes","Aves"
"1860","Balaeniceps","Balaenicipitidae","Ciconiiformes","Aves"
"1861","Scopus","Scopidae","Ciconiiformes","Aves"
"1862","Fregata","Fregatidae","Pelecaniformes","Aves"
"1863","Morus","Sulidae","Pelecaniformes","Aves"
"1864","Papasula","Sulidae","Pelecaniformes","Aves"
"1865","Sula","Sulidae","Pelecaniformes","Aves"
"1866","Anhinga","Anhingidae","Pelecaniformes","Aves"
"1867","Phalacrocorax","Phalacrocoracidae","Pelecaniformes","Aves"
"1868","Chlamydotis","Otididae","Gruiformes","Aves"
"1869","Otis","Otididae","Gruiformes","Aves"
"1870","Tetrax","Otididae","Gruiformes","Aves"
"1871","Eupodotis","Otididae","Gruiformes","Aves"
"1872","Neotis","Otididae","Gruiformes","Aves"
"1873","Ardeotis","Otididae","Gruiformes","Aves"
"1874","Houbaropsis","Otididae","Gruiformes","Aves"
"1875","Sypheotides","Otididae","Gruiformes","Aves"
"1876","Carpococcyx","Cuculidae","Cuculiformes","Aves"
"1877","Coua","Cuculidae","Cuculiformes","Aves"
"1878","Centropus","Centropidae","Cuculiformes","Aves"
"1879","Coccyzus","Coccyzidae","Cuculiformes","Aves"
"1880","Piaya","Coccyzidae","Cuculiformes","Aves"
"1881","Coccycua","Cuculidae","Cuculiformes","Aves"
"1882","Clamator","Cuculidae","Cuculiformes","Aves"
"1883","Phaenicophaeus","Cuculidae","Cuculiformes","Aves"
"1884","Ceuthmochares","Cuculidae","Cuculiformes","Aves"
"1885","Pachycoccyx","Cuculidae","Cuculiformes","Aves"
"1886","Chrysococcyx","Cuculidae","Cuculiformes","Aves"
"1887","Rhamphomantis","Cuculidae","Cuculiformes","Aves"
"1888","Cuculus","Cuculidae","Cuculiformes","Aves"
"1889","Caliechthrus","Cuculidae","Cuculiformes","Aves"
"1890","Surniculus","Cuculidae","Cuculiformes","Aves"
"1891","Cercococcyx","Cuculidae","Cuculiformes","Aves"
"1892","Cacomantis","Cuculidae","Cuculiformes","Aves"
"1893","Scythrops","Cuculidae","Cuculiformes","Aves"
"1894","Eudynamys","Cuculidae","Cuculiformes","Aves"
"1895","Microdynamis","Cuculidae","Cuculiformes","Aves"
"1896","Guira","Crotophagidae","Cuculiformes","Aves"
"1897","Crotophaga","Crotophagidae","Cuculiformes","Aves"
"1898","Geococcyx","Neomorphidae","Cuculiformes","Aves"
"1899","Neomorphus","Neomorphidae","Cuculiformes","Aves"
"1900","Morococcyx","Cuculidae","Cuculiformes","Aves"
"1901","Dromococcyx","Neomorphidae","Cuculiformes","Aves"
"1902","Tapera","Neomorphidae","Cuculiformes","Aves"
"1903","Heliornis","Heliornithidae","Gruiformes","Aves"
"1904","Lewinia","Rallidae","Gruiformes","Aves"
"1905","Heliopais","Heliornithidae","Gruiformes","Aves"
"1906","Neocrex","Rallidae","Gruiformes","Aves"
"1907","Micropygia","Rallidae","Gruiformes","Aves"
"1908","Aramidopsis","Rallidae","Gruiformes","Aves"
"1909","Dryolimnas","Rallidae","Gruiformes","Aves"
"1910","Amaurolimnas","Rallidae","Gruiformes","Aves"
"1911","Crecopsis","Rallidae","Gruiformes","Aves"
"1912","Nesoclopeus","Rallidae","Gruiformes","Aves"
"1913","Aenigmatolimnas","Rallidae","Gruiformes","Aves"
"1914","Podica","Heliornithidae","Gruiformes","Aves"
"1915","Rougetius","Rallidae","Gruiformes","Aves"
"1916","Habroptila","Rallidae","Gruiformes","Aves"
"1917","Gallicrex","Rallidae","Gruiformes","Aves"
"1918","Sarothrura","Rallidae","Gruiformes","Aves"
"1919","Rallina","Rallidae","Gruiformes","Aves"
"1920","Gymnocrex","Rallidae","Gruiformes","Aves"
"1921","Laterallus","Rallidae","Gruiformes","Aves"
"1922","Coturnicops","Rallidae","Gruiformes","Aves"
"1923","Porphyrio","Rallidae","Gruiformes","Aves"
"1924","Porzana","Rallidae","Gruiformes","Aves"
"1925","Atlantisia","Rallidae","Gruiformes","Aves"
"1926","Gallinula","Rallidae","Gruiformes","Aves"
"1927","Eulabeornis","Rallidae","Gruiformes","Aves"
"1928","Fulica","Rallidae","Gruiformes","Aves"
"1929","Canirallus","Rallidae","Gruiformes","Aves"
"1930","Cyanolimnas","Rallidae","Gruiformes","Aves"
"1931","Anurolimnas","Rallidae","Gruiformes","Aves"
"1932","Amaurornis","Rallidae","Gruiformes","Aves"
"1933","Gallirallus","Rallidae","Gruiformes","Aves"
"1934","Megacrex","Rallidae","Gruiformes","Aves"
"1935","Crex","Rallidae","Gruiformes","Aves"
"1936","Rallus","Rallidae","Gruiformes","Aves"
"1937","Himantornis","Rallidae","Gruiformes","Aves"
"1938","Pardirallus","Rallidae","Gruiformes","Aves"
"1939","Aramides","Rallidae","Gruiformes","Aves"
"1940","Psophia","Psophiidae","Gruiformes","Aves"
"1941","Aramus","Aramidae","Gruiformes","Aves"
"1942","Grus","Gruidae","Gruiformes","Aves"
"1943","Balearica","Gruidae","Gruiformes","Aves"
"1944","Eurypyga","Eurypygidae","Gruiformes","Aves"
"1945","Rhynochetos","Rhynochetidae","Gruiformes","Aves"
"1946","Steatornis","Steatornithidae","Caprimulgiformes","Aves"
"1947","Podargus","Podargidae","Caprimulgiformes","Aves"
"1948","Rigidipenna","Podargidae","Caprimulgiformes","Aves"
"1949","Batrachostomus","Batrachostomatidae","Caprimulgiformes","Aves"
"1950","Aegotheles","Aegothelidae","Caprimulgiformes","Aves"
"1951","Patagona","Trochilidae","Trochiliformes","Aves"
"1952","Heliomaster","Trochilidae","Trochiliformes","Aves"
"1953","Panterpe","Trochilidae","Trochiliformes","Aves"
"1954","Eugenes","Trochilidae","Trochiliformes","Aves"
"1955","Lampornis","Trochilidae","Trochiliformes","Aves"
"1956","Lamprolaima","Trochilidae","Trochiliformes","Aves"
"1957","Doricha","Trochilidae","Trochiliformes","Aves"
"1958","Calliphlox","Trochilidae","Trochiliformes","Aves"
"1959","Eulidia","Trochilidae","Trochiliformes","Aves"
"1960","Tilmatura","Trochilidae","Trochiliformes","Aves"
"1961","Myrtis","Trochilidae","Trochiliformes","Aves"
"1962","Rhodopis","Trochilidae","Trochiliformes","Aves"
"1963","Myrmia","Trochilidae","Trochiliformes","Aves"
"1964","Thaumastura","Trochilidae","Trochiliformes","Aves"
"1965","Chaetocercus","Trochilidae","Trochiliformes","Aves"
"1966","Microstilbon","Trochilidae","Trochiliformes","Aves"
"1967","Mellisuga","Trochilidae","Trochiliformes","Aves"
"1968","Archilochus","Trochilidae","Trochiliformes","Aves"
"1969","Atthis","Trochilidae","Trochiliformes","Aves"
"1970","Selasphorus","Trochilidae","Trochiliformes","Aves"
"1971","Stellula","Trochilidae","Trochiliformes","Aves"
"1972","Calypte","Trochilidae","Trochiliformes","Aves"
"1973","Cyanophaia","Trochilidae","Trochiliformes","Aves"
"1974","Leucochloris","Trochilidae","Trochiliformes","Aves"
"1975","Chlorostilbon","Trochilidae","Trochiliformes","Aves"
"1976","Chlorestes","Trochilidae","Trochiliformes","Aves"
"1977","Cynanthus","Trochilidae","Trochiliformes","Aves"
"1978","Hylocharis","Trochilidae","Trochiliformes","Aves"
"1979","Campylopterus","Trochilidae","Trochiliformes","Aves"
"1980","Stephanoxis","Trochilidae","Trochiliformes","Aves"
"1981","Anthocephala","Trochilidae","Trochiliformes","Aves"
"1982","Orthorhyncus","Trochilidae","Trochiliformes","Aves"
"1983","Klais","Trochilidae","Trochiliformes","Aves"
"1984","Goethalsia","Trochilidae","Trochiliformes","Aves"
"1985","Phaeochroa","Trochilidae","Trochiliformes","Aves"
"1986","Amazilia","Trochilidae","Trochiliformes","Aves"
"1987","Leucippus","Trochilidae","Trochiliformes","Aves"
"1988","Goldmania","Trochilidae","Trochiliformes","Aves"
"1989","Damophila","Trochilidae","Trochiliformes","Aves"
"1990","Trochilus","Trochilidae","Trochiliformes","Aves"
"1991","Lepidopyga","Trochilidae","Trochiliformes","Aves"
"1992","Chrysuronia","Trochilidae","Trochiliformes","Aves"
"1993","Abeillia","Trochilidae","Trochiliformes","Aves"
"1994","Taphrospilus","Trochilidae","Trochiliformes","Aves"
"1995","Sternoclyta","Trochilidae","Trochiliformes","Aves"
"1996","Eupetomena","Trochilidae","Trochiliformes","Aves"
"1997","Aphantochroa","Trochilidae","Trochiliformes","Aves"
"1998","Chalybura","Trochilidae","Trochiliformes","Aves"
"1999","Thalurania","Trochilidae","Trochiliformes","Aves"
"2000","Eupherusa","Trochilidae","Trochiliformes","Aves"
"2001","Hylonympha","Trochilidae","Trochiliformes","Aves"
"2002","Microchera","Trochilidae","Trochiliformes","Aves"
"2003","Elvira","Trochilidae","Trochiliformes","Aves"
"2004","Ramphomicron","Trochilidae","Trochiliformes","Aves"
"2005","Lesbia","Trochilidae","Trochiliformes","Aves"
"2006","Sappho","Trochilidae","Trochiliformes","Aves"
"2007","Opisthoprora","Trochilidae","Trochiliformes","Aves"
"2008","Oreotrochilus","Trochilidae","Trochiliformes","Aves"
"2009","Polyonymus","Trochilidae","Trochiliformes","Aves"
"2010","Metallura","Trochilidae","Trochiliformes","Aves"
"2011","Chalcostigma","Trochilidae","Trochiliformes","Aves"
"2012","Oxypogon","Trochilidae","Trochiliformes","Aves"
"2013","Oreonympha","Trochilidae","Trochiliformes","Aves"
"2014","Aglaiocercus","Trochilidae","Trochiliformes","Aves"
"2015","Taphrolesbia","Trochilidae","Trochiliformes","Aves"
"2016","Adelomyia","Trochilidae","Trochiliformes","Aves"
"2017","Heliangelus","Trochilidae","Trochiliformes","Aves"
"2018","Phlogophilus","Trochilidae","Trochiliformes","Aves"
"2019","Discosura","Trochilidae","Trochiliformes","Aves"
"2020","Lophornis","Trochilidae","Trochiliformes","Aves"
"2021","Sephanoides","Trochilidae","Trochiliformes","Aves"
"2022","Urochroa","Trochilidae","Trochiliformes","Aves"
"2023","Loddigesia","Trochilidae","Trochiliformes","Aves"
"2024","Heliodoxa","Trochilidae","Trochiliformes","Aves"
"2025","Urosticte","Trochilidae","Trochiliformes","Aves"
"2026","Ocreatus","Trochilidae","Trochiliformes","Aves"
"2027","Boissonneaua","Trochilidae","Trochiliformes","Aves"
"2028","Ensifera","Trochilidae","Trochiliformes","Aves"
"2029","Pterophanes","Trochilidae","Trochiliformes","Aves"
"2030","Eriocnemis","Trochilidae","Trochiliformes","Aves"
"2031","Haplophaedia","Trochilidae","Trochiliformes","Aves"
"2032","Aglaeactis","Trochilidae","Trochiliformes","Aves"
"2033","Coeligena","Trochilidae","Trochiliformes","Aves"
"2034","Lafresnaya","Trochilidae","Trochiliformes","Aves"
"2035","Clytolaema","Trochilidae","Trochiliformes","Aves"
"2036","Avocettula","Trochilidae","Trochiliformes","Aves"
"2037","Anthracothorax","Trochilidae","Trochiliformes","Aves"
"2038","Eulampis","Trochilidae","Trochiliformes","Aves"
"2039","Chrysolampis","Trochilidae","Trochiliformes","Aves"
"2040","Polytmus","Trochilidae","Trochiliformes","Aves"
"2041","Augastes","Trochilidae","Trochiliformes","Aves"
"2042","Heliothryx","Trochilidae","Trochiliformes","Aves"
"2043","Heliactin","Trochilidae","Trochiliformes","Aves"
"2044","Calothorax","Trochilidae","Trochiliformes","Aves"
"2045","Androdon","Trochilidae","Trochiliformes","Aves"
"2046","Colibri","Trochilidae","Trochiliformes","Aves"
"2047","Schistes","Trochilidae","Trochiliformes","Aves"
"2048","Doryfera","Trochilidae","Trochiliformes","Aves"
"2049","Topaza","Trochilidae","Trochiliformes","Aves"
"2050","Florisuga","Trochilidae","Trochiliformes","Aves"
"2051","Eutoxeres","Trochilidae","Trochiliformes","Aves"
"2052","Threnetes","Trochilidae","Trochiliformes","Aves"
"2053","Glaucis","Trochilidae","Trochiliformes","Aves"
"2054","Ramphodon","Trochilidae","Trochiliformes","Aves"
"2055","Anopetia","Trochilidae","Trochiliformes","Aves"
"2056","Phaethornis","Trochilidae","Trochiliformes","Aves"
"2057","Streptoprocne","Apodidae","Apodiformes","Aves"
"2058","Cypseloides","Apodidae","Apodiformes","Aves"
"2059","Neafrapus","Apodidae","Apodiformes","Aves"
"2060","Zoonavena","Apodidae","Apodiformes","Aves"
"2061","Mearnsia","Apodidae","Apodiformes","Aves"
"2062","Chaetura","Apodidae","Apodiformes","Aves"
"2063","Rhaphidura","Apodidae","Apodiformes","Aves"
"2064","Telacanthura","Apodidae","Apodiformes","Aves"
"2065","Hirundapus","Apodidae","Apodiformes","Aves"
"2066","Collocalia","Apodidae","Apodiformes","Aves"
"2067","Schoutedenapus","Apodidae","Apodiformes","Aves"
"2068","Hydrochous","Apodidae","Apodiformes","Aves"
"2069","Panyptila","Apodidae","Apodiformes","Aves"
"2070","Cypsiurus","Apodidae","Apodiformes","Aves"
"2071","Tachymarptis","Apodidae","Apodiformes","Aves"
"2072","Apus","Apodidae","Apodiformes","Aves"
"2073","Tachornis","Apodidae","Apodiformes","Aves"
"2074","Aeronautes","Apodidae","Apodiformes","Aves"
"2075","Hemiprocne","Hemiprocnidae","Apodiformes","Aves"
"2076","Caprimulgus","Caprimulgidae","Caprimulgiformes","Aves"
"2077","Eurostopodus","Eurostopodidae","Caprimulgiformes","Aves"
"2078","Podager","Caprimulgidae","Caprimulgiformes","Aves"
"2079","Chordeiles","Caprimulgidae","Caprimulgiformes","Aves"
"2080","Macrodipteryx","Caprimulgidae","Caprimulgiformes","Aves"
"2081","Uropsalis","Caprimulgidae","Caprimulgiformes","Aves"
"2082","Hydropsalis","Caprimulgidae","Caprimulgiformes","Aves"
"2083","Eleothreptus","Caprimulgidae","Caprimulgiformes","Aves"
"2084","Nyctidromus","Caprimulgidae","Caprimulgiformes","Aves"
"2085","Nyctiprogne","Caprimulgidae","Caprimulgiformes","Aves"
"2086","Lurocalis","Caprimulgidae","Caprimulgiformes","Aves"
"2087","Siphonorhis","Caprimulgidae","Caprimulgiformes","Aves"
"2088","Phalaenoptilus","Caprimulgidae","Caprimulgiformes","Aves"
"2089","Nyctiphrynus","Caprimulgidae","Caprimulgiformes","Aves"
"2090","Macropsalis","Caprimulgidae","Caprimulgiformes","Aves"
"2091","Nyctibius","Nyctibiidae","Caprimulgiformes","Aves"
