"","genus","family","order","class"
"480","Ommatotriton","Salamandridae","Caudata","Amphibia"
"481","Lissotriton","Salamandridae","Caudata","Amphibia"
"482","Ichthyosaura","Salamandridae","Caudata","Amphibia"
"483","Euproctus","Salamandridae","Caudata","Amphibia"
"484","Taricha","Salamandridae","Caudata","Amphibia"
"485","Notophthalmus","Salamandridae","Caudata","Amphibia"
"486","Tylototriton","Salamandridae","Caudata","Amphibia"
"487","Echinotriton","Salamandridae","Caudata","Amphibia"
"488","Pleurodeles","Salamandridae","Caudata","Amphibia"
"489","Salamandrina","Salamandridae","Caudata","Amphibia"
"490","Lyciasalamandra","Salamandridae","Caudata","Amphibia"
"491","Salamandra","Salamandridae","Caudata","Amphibia"
"492","Chioglossa","Salamandridae","Caudata","Amphibia"
"493","Mertensiella","Salamandridae","Caudata","Amphibia"
"494","Ambystoma","Ambystomatidae","Caudata","Amphibia"
"495","Dicamptodon","Dicamptodontidae","Caudata","Amphibia"
"496","Siren","Sirenidae","Caudata","Amphibia"
"497","Pseudobranchus","Sirenidae","Caudata","Amphibia"
"498","Hynobius","Hynobiidae","Caudata","Amphibia"
"499","Pseudohynobius","Hynobiidae","Caudata","Amphibia"
"500","Liua","Hynobiidae","Caudata","Amphibia"
"501","Batrachuperus","Hynobiidae","Caudata","Amphibia"
"502","Salamandrella","Hynobiidae","Caudata","Amphibia"
"503","Pachyhynobius","Hynobiidae","Caudata","Amphibia"
"504","Paradactylodon","Hynobiidae","Caudata","Amphibia"
"505","Ranodon","Hynobiidae","Caudata","Amphibia"
"506","Onychodactylus","Hynobiidae","Caudata","Amphibia"
"507","Andrias","Cryptobranchidae","Caudata","Amphibia"
"508","Cryptobranchus","Cryptobranchidae","Caudata","Amphibia"
"509","Siphonops","Siphonopidae","Gymnophiona","Amphibia"
"510","Caecilita","Caeciliidae","Gymnophiona","Amphibia"
"511","Luetkenotyphlus","Siphonopidae","Gymnophiona","Amphibia"
"512","Brasilotyphlus","Caeciliidae","Gymnophiona","Amphibia"
"513","Mimosiphonops","Caeciliidae","Gymnophiona","Amphibia"
"514","Parvicaecilia","Caeciliidae","Gymnophiona","Amphibia"
"515","Microcaecilia","Siphonopidae","Gymnophiona","Amphibia"
"516","Dermophis","Dermophiidae","Gymnophiona","Amphibia"
"517","Gymnopis","Dermophiidae","Gymnophiona","Amphibia"
"518","Schistometopum","Dermophiidae","Gymnophiona","Amphibia"
"519","Geotrypetes","Dermophiidae","Gymnophiona","Amphibia"
"520","Gegeneophis","Indotyphlidae","Gymnophiona","Amphibia"
"521","Indotyphlus","Indotyphlidae","Gymnophiona","Amphibia"
"522","Grandisonia","Indotyphlidae","Gymnophiona","Amphibia"
"523","Hypogeophis","Indotyphlidae","Gymnophiona","Amphibia"
"524","Praslinia","Indotyphlidae","Gymnophiona","Amphibia"
"525","Sylvacaecilia","Caeciliidae","Gymnophiona","Amphibia"
"526","Idiocranium","Indotyphlidae","Gymnophiona","Amphibia"
"527","Caecilia","Caeciliidae","Gymnophiona","Amphibia"
"528","Oscaecilia","Caeciliidae","Gymnophiona","Amphibia"
"529","Chthonerpeton","Typhlonectidae","Gymnophiona","Amphibia"
"530","Nectocaecilia","Caeciliidae","Gymnophiona","Amphibia"
"531","Potamotyphlus","Typhlonectidae","Gymnophiona","Amphibia"
"532","Atretochoana","Caeciliidae","Gymnophiona","Amphibia"
"533","Typhlonectes","Typhlonectidae","Gymnophiona","Amphibia"
"534","Boulengerula","Herpelidae","Gymnophiona","Amphibia"
"535","Herpele","Herpelidae","Gymnophiona","Amphibia"
"536","Chikila","Chikilidae","Gymnophiona","Amphibia"
"537","Crotaphatrema","Scolecomorphidae","Gymnophiona","Amphibia"
"538","Scolecomorphus","Scolecomorphidae","Gymnophiona","Amphibia"
"539","Ichthyophis","Ichthyophiidae","Gymnophiona","Amphibia"
"540","Caudacaecilia","Ichthyophiidae","Gymnophiona","Amphibia"
"541","Uraeotyphlus","Ichthyophiidae","Gymnophiona","Amphibia"
"542","Rhinatrema","Rhinatrematidae","Gymnophiona","Amphibia"
"543","Epicrionops","Rhinatrematidae","Gymnophiona","Amphibia"
