,genus,family,order,class
496,Diporiphora,Agamidae,Squamata,Reptilia
497,Pogona,Agamidae,Squamata,Reptilia
498,Rankinia,Agamidae,Squamata,Reptilia
499,Tympanocryptis,Agamidae,Squamata,Reptilia
500,Cryptagama,Agamidae,Squamata,Reptilia
501,Ctenophorus,Agamidae,Squamata,Reptilia
502,Intellagama,Agamidae,Squamata,Reptilia
503,Hypsilurus,Agamidae,Squamata,Reptilia
504,Moloch,Agamidae,Squamata,Reptilia
505,Chelosania,Agamidae,Squamata,Reptilia
506,Physignathus,Agamidae,Squamata,Reptilia
507,Hydrosaurus,Agamidae,Squamata,Reptilia
508,Callisaurus,Iguanidae,Squamata,Reptilia
509,Cophosaurus,Iguanidae,Squamata,Reptilia
510,Holbrookia,Iguanidae,Squamata,Reptilia
511,Uma,Iguanidae,Squamata,Reptilia
512,Phrynosoma,Iguanidae,Squamata,Reptilia
513,Petrosaurus,Iguanidae,Squamata,Reptilia
514,Sceloporus,Iguanidae,Squamata,Reptilia
515,Urosaurus,Iguanidae,Squamata,Reptilia
516,Uta,Iguanidae,Squamata,Reptilia
517,Anolis,Iguanidae,Squamata,Reptilia
518,Basiliscus,Iguanidae,Squamata,Reptilia
519,Corytophanes,Iguanidae,Squamata,Reptilia
520,Laemanctus,Iguanidae,Squamata,Reptilia
521,Leiocephalus,Iguanidae,Squamata,Reptilia
522,Ctenoblepharys,Iguanidae,Squamata,Reptilia
523,Liolaemus,Iguanidae,Squamata,Reptilia
524,Phymaturus,Iguanidae,Squamata,Reptilia
525,Anisolepis,Iguanidae,Squamata,Reptilia
526,Urostrophus,Iguanidae,Squamata,Reptilia
527,Enyalius,Iguanidae,Squamata,Reptilia
528,Pristidactylus,Iguanidae,Squamata,Reptilia
529,Diplolaemus,Iguanidae,Squamata,Reptilia
530,Leiosaurus,Iguanidae,Squamata,Reptilia
531,Chalarodon,Iguanidae,Squamata,Reptilia
532,Oplurus,Iguanidae,Squamata,Reptilia
533,Eurolophosaurus,Iguanidae,Squamata,Reptilia
534,Tropidurus,Iguanidae,Squamata,Reptilia
535,Plica,Iguanidae,Squamata,Reptilia
536,Strobilurus,Iguanidae,Squamata,Reptilia
537,Uracentron,Iguanidae,Squamata,Reptilia
538,Microlophus,Iguanidae,Squamata,Reptilia
539,Uranoscodon,Iguanidae,Squamata,Reptilia
540,Stenocercus,Iguanidae,Squamata,Reptilia
541,Amblyrhynchus,Iguanidae,Squamata,Reptilia
542,Conolophus,Iguanidae,Squamata,Reptilia
543,Ctenosaura,Iguanidae,Squamata,Reptilia
544,Iguana,Iguanidae,Squamata,Reptilia
545,Sauromalus,Iguanidae,Squamata,Reptilia
546,Cyclura,Iguanidae,Squamata,Reptilia
547,Brachylophus,Iguanidae,Squamata,Reptilia
548,Dipsosaurus,Iguanidae,Squamata,Reptilia
549,Enyalioides,Iguanidae,Squamata,Reptilia
550,Morunasaurus,Iguanidae,Squamata,Reptilia
551,Hoplocercus,Iguanidae,Squamata,Reptilia
552,Polychrus,Iguanidae,Squamata,Reptilia
553,Gambelia,Iguanidae,Squamata,Reptilia
554,Crotaphytus,Iguanidae,Squamata,Reptilia
555,Epacrophis,Leptotyphlopidae,Squamata,Reptilia
556,Epictia,Leptotyphlopidae,Squamata,Reptilia
557,Siagonodon,Leptotyphlopidae,Squamata,Reptilia
558,Rena,Leptotyphlopidae,Squamata,Reptilia
559,Trilepida,Leptotyphlopidae,Squamata,Reptilia
560,Mitophis,Leptotyphlopidae,Squamata,Reptilia
561,Tetracheilostoma,Leptotyphlopidae,Squamata,Reptilia
562,Tricheilostoma,Leptotyphlopidae,Squamata,Reptilia
563,Leptotyphlops,Leptotyphlopidae,Squamata,Reptilia
564,Namibiana,Leptotyphlopidae,Squamata,Reptilia
565,Myriopholis,Leptotyphlopidae,Squamata,Reptilia
566,Rhinoleptus,Leptotyphlopidae,Squamata,Reptilia
567,Cathetorhinus,Gerrhopilidae,Squamata,Reptilia
568,Gerrhopilus,Typhlopidae,Squamata,Reptilia
569,Xenotyphlops,Typhlopidae,Squamata,Reptilia
570,Amerotyphlops,Typhlopidae,Squamata,Reptilia
571,Typhlops,Typhlopidae,Squamata,Reptilia
572,Afrotyphlops,Typhlopidae,Squamata,Reptilia
573,Grypotyphlops,Typhlopidae,Squamata,Reptilia
574,Letheobia,Typhlopidae,Squamata,Reptilia
575,Rhinotyphlops,Typhlopidae,Squamata,Reptilia
576,Acutotyphlops,Typhlopidae,Squamata,Reptilia
577,Anilios,Typhlopidae,Squamata,Reptilia
578,Lemuriatyphlops,Typhlopidae,Squamata,Reptilia
579,Cyclotyphlops,Typhlopidae,Squamata,Reptilia
580,Ramphotyphlops,Typhlopidae,Squamata,Reptilia
581,Indotyphlops,Typhlopidae,Squamata,Reptilia
582,Malayotyphlops,Typhlopidae,Squamata,Reptilia
583,Argyrophis,Typhlopidae,Squamata,Reptilia
584,Xerotyphlops,Typhlopidae,Squamata,Reptilia
585,Madatyphlops,Anomalepididae,Squamata,Reptilia
586,Anomalepis,Anomalepididae,Squamata,Reptilia
587,Helminthophis,Anomalepididae,Squamata,Reptilia
588,Liotyphlops,Anomalepididae,Squamata,Reptilia
589,Typhlophis,Tropidophiidae,Squamata,Reptilia
590,Tropidophis,Tropidophiidae,Squamata,Reptilia
591,Trachyboa,Aniliidae,Squamata,Reptilia
592,Anilius,Uropeltidae,Squamata,Reptilia
593,Brachyophidium,Uropeltidae,Squamata,Reptilia
594,Teretrurus,Uropeltidae,Squamata,Reptilia
595,Platyplectrurus,Uropeltidae,Squamata,Reptilia
596,Rhinophis,Uropeltidae,Squamata,Reptilia
597,Uropeltis,Uropeltidae,Squamata,Reptilia
598,Pseudotyphlops,Uropeltidae,Squamata,Reptilia
599,Plectrurus,Uropeltidae,Squamata,Reptilia
600,Melanophidium,Uropeltidae,Squamata,Reptilia
601,Anomochilus,Anomochilidae,Squamata,Reptilia
602,Cylindrophis,Cylindrophiidae,Squamata,Reptilia
603,Xenopeltis,Xenopeltidae,Squamata,Reptilia
604,Antaresia,Pythonidae,Squamata,Reptilia
605,Morelia,Pythonidae,Squamata,Reptilia
606,Aspidites,Pythonidae,Squamata,Reptilia
607,Liasis,Pythonidae,Squamata,Reptilia
608,Bothrochilus,Pythonidae,Squamata,Reptilia
609,Simalia,Pythonidae,Squamata,Reptilia
610,Malayopython,Pythonidae,Squamata,Reptilia
611,Leiopython,Pythonidae,Squamata,Reptilia
612,Python,Pythonidae,Squamata,Reptilia
613,Loxocemus,Loxocemidae,Squamata,Reptilia
614,Acrantophis,Boidae,Squamata,Reptilia
615,Sanzinia,Boidae,Squamata,Reptilia
616,Calabaria,Boidae,Squamata,Reptilia
617,Charina,Boidae,Squamata,Reptilia
618,Lichanura,Boidae,Squamata,Reptilia
619,Exiliboa,Tropidophiidae,Squamata,Reptilia
620,Ungaliophis,Tropidophiidae,Squamata,Reptilia
621,Candoia,Boidae,Squamata,Reptilia
622,Boa,Boidae,Squamata,Reptilia
623,Chilabothrus,Boidae,Squamata,Reptilia
624,Epicrates,Boidae,Squamata,Reptilia
625,Eunectes,Boidae,Squamata,Reptilia
626,Corallus,Boidae,Squamata,Reptilia
627,Eryx,Boidae,Squamata,Reptilia
628,Xenophidion,Tropidophiidae,Squamata,Reptilia
629,Bolyeria,Bolyeridae,Squamata,Reptilia
630,Casarea,Bolyeridae,Squamata,Reptilia
631,Acrochordus,Acrochordidae,Squamata,Reptilia
632,Achalinus,Xenodermatidae,Squamata,Reptilia
633,Fimbrios,Xenodermatidae,Squamata,Reptilia
634,Parafimbrios,Xenodermatidae,Squamata,Reptilia
635,Stoliczkia,Xenodermatidae,Squamata,Reptilia
636,Xenodermus,Xenodermatidae,Squamata,Reptilia
637,Xylophis,Xenodermatidae,Squamata,Reptilia
638,Aplopeltura,Pareatidae,Squamata,Reptilia
639,Pareas,Pareatidae,Squamata,Reptilia
640,Asthenodipsas,Pareatidae,Squamata,Reptilia
641,Atheris,Viperidae,Squamata,Reptilia
642,Bitis,Viperidae,Squamata,Reptilia
643,Cerastes,Viperidae,Squamata,Reptilia
644,Proatheris,Viperidae,Squamata,Reptilia
645,Echis,Viperidae,Squamata,Reptilia
646,Montatheris,Viperidae,Squamata,Reptilia
647,Causus,Viperidae,Squamata,Reptilia
648,Daboia,Viperidae,Squamata,Reptilia
649,Vipera,Viperidae,Squamata,Reptilia
650,Macrovipera,Viperidae,Squamata,Reptilia
651,Montivipera,Viperidae,Squamata,Reptilia
652,Eristicophis,Viperidae,Squamata,Reptilia
653,Pseudocerastes,Viperidae,Squamata,Reptilia
654,Agkistrodon,Viperidae,Squamata,Reptilia
655,Crotalus,Viperidae,Squamata,Reptilia
656,Sistrurus,Viperidae,Squamata,Reptilia
657,Lachesis,Viperidae,Squamata,Reptilia
658,Mixcoatlus,Viperidae,Squamata,Reptilia
659,Ophryacus,Viperidae,Squamata,Reptilia
660,Atropoides,Viperidae,Squamata,Reptilia
661,Cerrophidion,Viperidae,Squamata,Reptilia
662,Porthidium,Viperidae,Squamata,Reptilia
663,Bothrops,Viperidae,Squamata,Reptilia
664,Bothrocophias,Viperidae,Squamata,Reptilia
665,Bothriechis,Viperidae,Squamata,Reptilia
666,Gloydius,Viperidae,Squamata,Reptilia
667,Ovophis,Viperidae,Squamata,Reptilia
668,Trimeresurus,Viperidae,Squamata,Reptilia
669,Protobothrops,Viperidae,Squamata,Reptilia
670,Garthius,Viperidae,Squamata,Reptilia
671,Calloselasma,Viperidae,Squamata,Reptilia
672,Hypnale,Viperidae,Squamata,Reptilia
673,Deinagkistrodon,Viperidae,Squamata,Reptilia
674,Tropidolaemus,Viperidae,Squamata,Reptilia
675,Azemiops,Viperidae,Squamata,Reptilia
676,Kualatahan,Homalopsidae,Squamata,Reptilia
677,Raclitia,Homalopsidae,Squamata,Reptilia
678,Homalophis,Homalopsidae,Squamata,Reptilia
679,Brachyorrhos,Homalopsidae,Squamata,Reptilia
680,Enhydris,Homalopsidae,Squamata,Reptilia
681,Myrrophis,Homalopsidae,Squamata,Reptilia
682,Hypsiscopus,Homalopsidae,Squamata,Reptilia
683,Heurnia,Homalopsidae,Squamata,Reptilia
684,Sumatranus,Homalopsidae,Squamata,Reptilia
685,Karnsophis,Homalopsidae,Squamata,Reptilia
686,Miralia,Homalopsidae,Squamata,Reptilia
687,Djokoiskandarus,Homalopsidae,Squamata,Reptilia
688,Myron,Homalopsidae,Squamata,Reptilia
689,Pseudoferania,Homalopsidae,Squamata,Reptilia
690,Ferania,Homalopsidae,Squamata,Reptilia
691,Gyiophis,Homalopsidae,Squamata,Reptilia
692,Cerberus,Homalopsidae,Squamata,Reptilia
693,Homalopsis,Homalopsidae,Squamata,Reptilia
694,Erpeton,Homalopsidae,Squamata,Reptilia
695,Phytolopsis,Homalopsidae,Squamata,Reptilia
696,Subsessor,Homalopsidae,Squamata,Reptilia
697,Cantoria,Homalopsidae,Squamata,Reptilia
698,Fordonia,Homalopsidae,Squamata,Reptilia
699,Gerarda,Lamprophiidae,Squamata,Reptilia
700,Bitia,Elapidae,Squamata,Reptilia
701,Mintonophis,Hydrophiidae,Squamata,Reptilia
702,Calamophis,Elapidae,Squamata,Reptilia
703,Dieurostus,Elapidae,Squamata,Reptilia
704,Micrelaps,Elapidae,Squamata,Reptilia
705,Hemibungarus,Elapidae,Squamata,Reptilia
706,Parahydrophis,Elapidae,Squamata,Reptilia
707,Toxicocalamus,Elapidae,Squamata,Reptilia
708,Aspidelaps,Hydrophiidae,Squamata,Reptilia
709,Hemachatus,Hydrophiidae,Squamata,Reptilia
710,Loveridgelaps,Hydrophiidae,Squamata,Reptilia
711,Salomonelaps,Elapidae,Squamata,Reptilia
712,Micropechis,Elapidae,Squamata,Reptilia
713,Hydrophis,Elapidae,Squamata,Reptilia
714,Ephalophis,Elapidae,Squamata,Reptilia
715,Parapistocalamus,Elapidae,Squamata,Reptilia
716,Ophiophagus,Elapidae,Squamata,Reptilia
717,Dendroaspis,Elapidae,Squamata,Reptilia
718,Notechis,Elapidae,Squamata,Reptilia
719,Micrurus,Elapidae,Squamata,Reptilia
720,Sinomicrurus,Elapidae,Squamata,Reptilia
721,Cacophis,Elapidae,Squamata,Reptilia
722,Hemiaspis,Elapidae,Squamata,Reptilia
723,Micruroides,Hydrophiidae,Squamata,Reptilia
724,Pseudohaje,Elapidae,Squamata,Reptilia
725,Bungarus,Elapidae,Squamata,Reptilia
726,Laticauda,Elapidae,Squamata,Reptilia
727,Walterinnesia,Elapidae,Squamata,Reptilia
728,Thalassophis,Elapidae,Squamata,Reptilia
729,Elapsoidea,Elapidae,Squamata,Reptilia
730,Acanthophis,Elapidae,Squamata,Reptilia
731,Pseudechis,Elapidae,Squamata,Reptilia
732,Demansia,Elapidae,Squamata,Reptilia
733,Furina,Elapidae,Squamata,Reptilia
734,Simoselaps,Elapidae,Squamata,Reptilia
735,Cryptophis,Elapidae,Squamata,Reptilia
736,Rhinoplocephalus,Elapidae,Squamata,Reptilia
737,Brachyurophis,Elapidae,Squamata,Reptilia
738,Aspidomorphus,Elapidae,Squamata,Reptilia
739,Vermicella,Elapidae,Squamata,Reptilia
740,Ogmodon,Elapidae,Squamata,Reptilia
741,Pseudonaja,Elapidae,Squamata,Reptilia
742,Oxyuranus,Hydrophiidae,Squamata,Reptilia
743,Denisonia,Elapidae,Squamata,Reptilia
744,Elapognathus,Elapidae,Squamata,Reptilia
745,Parasuta,Elapidae,Squamata,Reptilia
746,Suta,Elapidae,Squamata,Reptilia
747,Kolpophis,Elapidae,Squamata,Reptilia
748,Austrelaps,Elapidae,Squamata,Reptilia
749,Calliophis,Elapidae,Squamata,Reptilia
750,Hoplocephalus,Hydrophiidae,Squamata,Reptilia
751,Paroplocephalus,Hydrophiidae,Squamata,Reptilia
752,Naja,Elapidae,Squamata,Reptilia
753,Drysdalia,Hydrophiidae,Squamata,Reptilia
754,Tropidechis,Colubridae,Squamata,Reptilia
755,Echiopsis,Lamprophiidae,Squamata,Reptilia
756,Hydrelaps,Lamprophiidae,Squamata,Reptilia
757,Aipysurus,Lamprophiidae,Squamata,Reptilia
758,Emydocephalus,Lamprophiidae,Squamata,Reptilia
759,Psammodynastes,Lamprophiidae,Squamata,Reptilia
760,Pythonodipsas,Lamprophiidae,Squamata,Reptilia
761,Pseudaspis,Lamprophiidae,Squamata,Reptilia
762,Dromicodryas,Lamprophiidae,Squamata,Reptilia
763,Thamnosophis,Lamprophiidae,Squamata,Reptilia
764,Pseudoxyrhopus,Lamprophiidae,Squamata,Reptilia
765,Heteroliodon,Lamprophiidae,Squamata,Reptilia
766,Liopholidophis,Lamprophiidae,Squamata,Reptilia
767,Elapotinus,Colubridae,Squamata,Reptilia
768,Liophidium,Lamprophiidae,Squamata,Reptilia
769,Brygophis,Lamprophiidae,Squamata,Reptilia
770,Pararhadinaea,Lamprophiidae,Squamata,Reptilia
771,Alluaudina,Lamprophiidae,Squamata,Reptilia
772,Amplorhinus,Lamprophiidae,Squamata,Reptilia
773,Duberria,Lamprophiidae,Squamata,Reptilia
774,Compsophis,Lamprophiidae,Squamata,Reptilia
775,Ditypophis,Lamprophiidae,Squamata,Reptilia
776,Ithycyphus,Lamprophiidae,Squamata,Reptilia
777,Langaha,Lamprophiidae,Squamata,Reptilia
778,Micropisthodon,Lamprophiidae,Squamata,Reptilia
779,Lycodryas,Lamprophiidae,Squamata,Reptilia
780,Phisalixella,Colubridae,Squamata,Reptilia
781,Madagascarophis,Lamprophiidae,Squamata,Reptilia
782,Leioheterodon,Lamprophiidae,Squamata,Reptilia
783,Parastenophis,Lamprophiidae,Squamata,Reptilia
784,Buhoma,Lamprophiidae,Squamata,Reptilia
785,Cyclocorus,Lamprophiidae,Squamata,Reptilia
786,Dipsina,Lamprophiidae,Squamata,Reptilia
787,Hemirhagerrhis,Lamprophiidae,Squamata,Reptilia
788,Psammophylax,Lamprophiidae,Squamata,Reptilia
789,Mimophis,Lamprophiidae,Squamata,Reptilia
790,Psammophis,Colubridae,Squamata,Reptilia
791,Malpolon,Lamprophiidae,Squamata,Reptilia
792,Rhagerhis,Lamprophiidae,Squamata,Reptilia
793,Rhamphiophis,Lamprophiidae,Squamata,Reptilia
794,Oxyrhabdium,Lamprophiidae,Squamata,Reptilia
795,Prosymna,Lamprophiidae,Squamata,Reptilia
796,Chamaelycus,Lamprophiidae,Squamata,Reptilia
797,Dendrolycus,Lamprophiidae,Squamata,Reptilia
798,Boaedon,Lamprophiidae,Squamata,Reptilia
799,Lamprophis,Lamprophiidae,Squamata,Reptilia
800,Lycodonomorphus,Lamprophiidae,Squamata,Reptilia
801,Bothrolycus,Lamprophiidae,Squamata,Reptilia
802,Bothrophthalmus,Lamprophiidae,Squamata,Reptilia
803,Pseudoboodon,Lamprophiidae,Squamata,Reptilia
804,Montaspis,Lamprophiidae,Squamata,Reptilia
805,Gonionotophis,Lamprophiidae,Squamata,Reptilia
806,Hormonotus,Lamprophiidae,Squamata,Reptilia
807,Inyoka,Lamprophiidae,Squamata,Reptilia
808,Lycophidion,Lamprophiidae,Squamata,Reptilia
809,Amblyodipsas,Lamprophiidae,Squamata,Reptilia
810,Xenocalamus,Lamprophiidae,Squamata,Reptilia
811,Brachyophis,Lamprophiidae,Squamata,Reptilia
812,Macrelaps,Lamprophiidae,Squamata,Reptilia
813,Hypoptophis,Lamprophiidae,Squamata,Reptilia
814,Chilorhinophis,Lamprophiidae,Squamata,Reptilia
815,Aparallactus,Lamprophiidae,Squamata,Reptilia
816,Polemon,Lamprophiidae,Squamata,Reptilia
817,Atractaspis,Lamprophiidae,Squamata,Reptilia
818,Homoroselaps,Lamprophiidae,Squamata,Reptilia
819,Poecilopholis,Colubridae,Squamata,Reptilia
820,Hebius,Colubridae,Squamata,Reptilia
821,Trachischium,Colubridae,Squamata,Reptilia
822,Herpetoreas,Colubridae,Squamata,Reptilia
823,Hydrablabes,Colubridae,Squamata,Reptilia
824,Tropidonophis,Colubridae,Squamata,Reptilia
825,Natriciteres,Colubridae,Squamata,Reptilia
826,Limnophis,Colubridae,Squamata,Reptilia
827,Pararhabdophis,Colubridae,Squamata,Reptilia
828,Helophis,Colubridae,Squamata,Reptilia
829,Hologerrhum,Colubridae,Squamata,Reptilia
830,Iguanognathus,Colubridae,Squamata,Reptilia
831,Paratapinophis,Colubridae,Squamata,Reptilia
832,Amphiesmoides,Colubridae,Squamata,Reptilia
833,Parahelicops,Colubridae,Squamata,Reptilia
834,Macropisthodon,Colubridae,Squamata,Reptilia
835,Anoplohydrus,Colubridae,Squamata,Reptilia
836,Lycognathophis,Colubridae,Squamata,Reptilia
837,Hydraethiops,Colubridae,Squamata,Reptilia
838,Afronatrix,Colubridae,Squamata,Reptilia
839,Aspidura,Colubridae,Squamata,Reptilia
840,Thamnophis,Colubridae,Squamata,Reptilia
841,Adelophis,Colubridae,Squamata,Reptilia
842,Nerodia,Colubridae,Squamata,Reptilia
843,Regina,Colubridae,Squamata,Reptilia
844,Tropidoclonion,Colubridae,Squamata,Reptilia
845,Clonophis,Colubridae,Squamata,Reptilia
846,Virginia,Colubridae,Squamata,Reptilia
847,Seminatrix,Colubridae,Squamata,Reptilia
848,Storeria,Colubridae,Squamata,Reptilia
849,Natrix,Colubridae,Squamata,Reptilia
850,Sinonatrix,Colubridae,Squamata,Reptilia
851,Opisthotropis,Colubridae,Squamata,Reptilia
852,Amphiesma,Colubridae,Squamata,Reptilia
853,Xenochrophis,Colubridae,Squamata,Reptilia
854,Atretium,Colubridae,Squamata,Reptilia
855,Rhabdophis,Colubridae,Squamata,Reptilia
856,Balanophis,Colubridae,Squamata,Reptilia
857,Plagiopholis,Acrochordidae,Squamata,Reptilia
858,Pseudoxenodon,Colubridae,Squamata,Reptilia
859,Carphophis,Dipsadidae,Squamata,Reptilia
860,Contia,Dipsadidae,Squamata,Reptilia
861,Diadophis,Dipsadidae,Squamata,Reptilia
862,Farancia,Dipsadidae,Squamata,Reptilia
863,Heterodon,Dipsadidae,Squamata,Reptilia
864,Stichophanes,Colubridae,Squamata,Reptilia
865,Thermophis,Dipsadidae,Squamata,Reptilia
866,Philodryas,Dipsadidae,Squamata,Reptilia
867,Amnesteophis,Colubridae,Squamata,Reptilia
868,Apostolepis,Dipsadidae,Squamata,Reptilia
869,Elapomorphus,Dipsadidae,Squamata,Reptilia
870,Phalotris,Dipsadidae,Squamata,Reptilia
871,Taeniophallus,Dipsadidae,Squamata,Reptilia
872,Echinanthera,Dipsadidae,Squamata,Reptilia
873,Sordellina,Dipsadidae,Squamata,Reptilia
874,Caaeteboia,Dipsadidae,Squamata,Reptilia
875,Hydrodynastes,Dipsadidae,Squamata,Reptilia
876,Xenopholis,Dipsadidae,Squamata,Reptilia
877,Calamodontophis,Dipsadidae,Squamata,Reptilia
878,Ptychophis,Dipsadidae,Squamata,Reptilia
879,Thamnodynastes,Dipsadidae,Squamata,Reptilia
880,Tomodon,Dipsadidae,Squamata,Reptilia
881,Pseudotomodon,Dipsadidae,Squamata,Reptilia
882,Tachymenis,Dipsadidae,Squamata,Reptilia
883,Gomesophis,Dipsadidae,Squamata,Reptilia
884,Tropidodryas,Dipsadidae,Squamata,Reptilia
885,Thalesius,Colubridae,Squamata,Reptilia
886,Saphenophis,Colubridae,Squamata,Reptilia
887,Uromacerina,Colubridae,Squamata,Reptilia
888,Eutrachelophis,Colubridae,Squamata,Reptilia
889,Cercophis,Colubridae,Squamata,Reptilia
890,Ditaxodon,Colubridae,Squamata,Reptilia
891,Lioheterophis,Dipsadidae,Squamata,Reptilia
892,Boiruna,Dipsadidae,Squamata,Reptilia
893,Clelia,Dipsadidae,Squamata,Reptilia
894,Pseudoboa,Dipsadidae,Squamata,Reptilia
895,Rhachidelus,Dipsadidae,Squamata,Reptilia
896,Drepanoides,Dipsadidae,Squamata,Reptilia
897,Mussurana,Dipsadidae,Squamata,Reptilia
898,Paraphimophis,Dipsadidae,Squamata,Reptilia
899,Phimophis,Dipsadidae,Squamata,Reptilia
900,Rodriguesophis,Dipsadidae,Squamata,Reptilia
901,Oxyrhopus,Dipsadidae,Squamata,Reptilia
902,Siphlophis,Dipsadidae,Squamata,Reptilia
903,Helicops,Dipsadidae,Squamata,Reptilia
904,Hydrops,Dipsadidae,Squamata,Reptilia
905,Pseudoeryx,Dipsadidae,Squamata,Reptilia
906,Coronelaps,Dipsadidae,Squamata,Reptilia
907,Alsophis,Dipsadidae,Squamata,Reptilia
908,Borikenophis,Dipsadidae,Squamata,Reptilia
909,Caraiba,Dipsadidae,Squamata,Reptilia
910,Haitiophis,Dipsadidae,Squamata,Reptilia
911,Cubophis,Dipsadidae,Squamata,Reptilia
912,Ialtris,Dipsadidae,Squamata,Reptilia
913,Hypsirhynchus,Dipsadidae,Squamata,Reptilia
914,Magliophis,Dipsadidae,Squamata,Reptilia
915,Arrhyton,Dipsadidae,Squamata,Reptilia
916,Erythrolamprus,Dipsadidae,Squamata,Reptilia
917,Xenodon,Dipsadidae,Squamata,Reptilia
918,Lygophis,Dipsadidae,Squamata,Reptilia
919,Uromacer,Dipsadidae,Squamata,Reptilia
920,Pseudalsophis,Dipsadidae,Squamata,Reptilia
921,Psomophis,Dipsadidae,Squamata,Reptilia
922,Conophis,Dipsadidae,Squamata,Reptilia
923,Crisantophis,Dipsadidae,Squamata,Reptilia
924,Manolepis,Dipsadidae,Squamata,Reptilia
925,Imantodes,Dipsadidae,Squamata,Reptilia
926,Leptodeira,Colubridae,Squamata,Reptilia
927,Nothopsis,Dipsadidae,Squamata,Reptilia
928,Chapinophis,Dipsadidae,Squamata,Reptilia
929,Hypsiglena,Dipsadidae,Squamata,Reptilia
930,Pseudoleptodeira,Dipsadidae,Squamata,Reptilia
931,Trimetopon,Dipsadidae,Squamata,Reptilia
932,Tantalophis,Dipsadidae,Squamata,Reptilia
933,Amastridium,Dipsadidae,Squamata,Reptilia
934,Rhadinaea,Colubridae,Squamata,Reptilia
935,Coniophanes,Colubridae,Squamata,Reptilia
936,Emmochliophis,Dipsadidae,Squamata,Reptilia
937,Omoadiphas,Dipsadidae,Squamata,Reptilia
938,Atractus,Dipsadidae,Squamata,Reptilia
939,Geophis,Dipsadidae,Squamata,Reptilia
940,Sibon,Dipsadidae,Squamata,Reptilia
941,Sibynomorphus,Dipsadidae,Squamata,Reptilia
942,Dipsas,Dipsadidae,Squamata,Reptilia
943,Tropidodipsas,Colubridae,Squamata,Reptilia
944,Ninia,Dipsadidae,Squamata,Reptilia
945,Rhadinophanes,Colubridae,Squamata,Reptilia
946,Hydromorphus,Colubridae,Squamata,Reptilia
947,Urotheca,Dipsadidae,Squamata,Reptilia
948,Rhadinella,Dipsadidae,Squamata,Reptilia
949,Cryophis,Dipsadidae,Squamata,Reptilia
950,Adelphicos,Dipsadidae,Squamata,Reptilia
951,Tretanorhinus,Colubridae,Squamata,Reptilia
952,Enulius,Colubridae,Squamata,Reptilia
953,Plesiodipsas,Colubridae,Squamata,Reptilia
954,Chersodromus,Colubridae,Squamata,Reptilia
955,Pliocercus,Dipsadidae,Squamata,Reptilia
956,Enuliophis,Dipsadidae,Squamata,Reptilia
957,Synophis,Colubridae,Squamata,Reptilia
958,Diaphorolepis,Colubridae,Squamata,Reptilia
959,Scaphiodontophis,Colubridae,Squamata,Reptilia
960,Sibynophis,Colubridae,Squamata,Reptilia
961,Grayia,Colubridae,Squamata,Reptilia
962,Blythia,Colubridae,Squamata,Reptilia
963,Elapoidis,Colubridae,Squamata,Reptilia
964,Rabdion,Colubridae,Squamata,Reptilia
965,Collorhabdium,Colubridae,Squamata,Reptilia
966,Etheridgeum,Colubridae,Squamata,Reptilia
967,Calamorhabdium,Colubridae,Squamata,Reptilia
968,Rhabdops,Colubridae,Squamata,Reptilia
969,Macrocalamus,Colubridae,Squamata,Reptilia
970,Pseudorabdion,Colubridae,Squamata,Reptilia
971,Calamaria,Colubridae,Squamata,Reptilia
972,Oreocalamus,Colubridae,Squamata,Reptilia
973,Ahaetulla,Colubridae,Squamata,Reptilia
974,Chrysopelea,Colubridae,Squamata,Reptilia
975,Dendrelaphis,Colubridae,Squamata,Reptilia
976,Oligodon,Colubridae,Squamata,Reptilia
977,Bamanophis,Colubridae,Squamata,Reptilia
978,Macroprotodon,Colubridae,Squamata,Reptilia
979,Coluber,Colubridae,Squamata,Reptilia
980,Rhamnophis,Colubridae,Squamata,Reptilia
981,Aprosdoketophis,Colubridae,Squamata,Reptilia
982,Xyelodontophis,Colubridae,Squamata,Reptilia
983,Dolichophis,Colubridae,Squamata,Reptilia
984,Hierophis,Colubridae,Squamata,Reptilia
985,Eirenis,Colubridae,Squamata,Reptilia
986,Orientocoluber,Colubridae,Squamata,Reptilia
987,Hemorrhois,Colubridae,Squamata,Reptilia
988,Platyceps,Colubridae,Squamata,Reptilia
989,Spalerosophis,Colubridae,Squamata,Reptilia
990,Hemerophis,Colubridae,Squamata,Reptilia
991,Lytorhynchus,Colubridae,Squamata,Reptilia
992,Aeluroglena,Colubridae,Squamata,Reptilia
993,Rhynchocalamus,Colubridae,Squamata,Reptilia
994,Meizodon,Colubridae,Squamata,Reptilia
995,Scaphiophis,Colubridae,Squamata,Reptilia
996,Dispholidus,Colubridae,Squamata,Reptilia
997,Thelotornis,Colubridae,Squamata,Reptilia
998,Thrasops,Colubridae,Squamata,Reptilia
999,Hapsidophrys,Colubridae,Squamata,Reptilia
1000,Philothamnus,Colubridae,Squamata,Reptilia
1001,Dasypeltis,Colubridae,Squamata,Reptilia
1002,Toxicodryas,Colubridae,Squamata,Reptilia
1003,Argyrogena,Colubridae,Squamata,Reptilia
1004,Xenelaphis,Colubridae,Squamata,Reptilia
1005,Gongylosoma,Colubridae,Squamata,Reptilia
1006,Colubroelaps,Colubridae,Squamata,Reptilia
