,kingdom,phylum,class,order,family,genus
637,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Pouzarella
638,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Protodontia
639,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Protoglossum
640,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Protomerulius
641,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Protostropharia
642,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Protoxerula
643,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Phallogastraceae,Protubera
644,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Psathyloma
645,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella
646,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudoarmillariella
647,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudobaeospora
648,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus
649,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaetopsis
650,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudoclitocybe
651,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudoclitopilus
652,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Pseudocolus
653,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Pseudofavolus
654,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Fistulinaceae,Pseudofistulina
655,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,incertae_sedis,Pseudohydnum
656,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pseudoinonotus
657,Fungi,Basidiomycota,Agaricomycetes,Boletales,Tapinellaceae,Pseudomerulius
658,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudoomphalina
659,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes
660,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Pseudotricholoma
661,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Psilocybe
662,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Pterula
663,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Pterulicium
664,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Terana
665,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pulveroboletus
666,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Punctularia
667,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Punctulariopsis
668,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Pycnoporellus
669,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Pycnoporus
670,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Schenella
671,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pyrrhoderma
672,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Radiigera
673,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Radulodon
674,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Radulomyces
675,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria
676,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaricium
677,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis
678,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Rectipilus
679,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Repetobasidium
680,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Resinicium
681,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Resinomycena
682,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Resupinatus
683,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Retiboletus
684,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rheubarbariboletus
685,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Rhizochaete
686,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia
687,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Rhizocybe
688,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Rhizomarasmius
689,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon
690,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia
691,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Rhodocybe
692,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Rhodophana
693,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Rhodotus
694,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhopalogaster
695,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Richoniella
696,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Rickenella
697,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus
698,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Rimbachia
699,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Ripartitella
700,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Ripartites
701,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rossbeevera
702,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Royoungia
703,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubinoboletus
704,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus
705,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Rugosomyces
706,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula
707,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Sagaranella
708,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Sanghuangporus
709,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Sarcodon
710,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Sarcodontia
711,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Sarcomyxa
712,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Schenella
713,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum
714,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora
715,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Schizostoma
716,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma
717,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerogastraceae,Sclerogaster
718,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Sclerotium
719,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Scopuloides
720,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Scytinopogon
721,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Scytinostroma
722,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina
723,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Serendipita
724,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,Serpula
725,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Lysurus
726,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Simocybe
727,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Singerocybe
729,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Sistotrema
730,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Sistotremastrum
731,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Skeletocutis
732,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Solioccasus
733,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Sparassis
734,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Sparsitubus
735,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Sphaerobasidium
736,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Sphaerobolus
737,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Sphagnurus
738,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Spongiforma
739,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Spongipellis
740,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Squamanita
741,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stagnicola
742,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Steccherinum
743,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Stephanospora
744,Fungi,Basidiomycota,Agaricomycetes,Stereopsidales,Stereopsidaceae,Stereopsis
745,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum
746,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Stigmatolemma
747,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Stipitochaete
748,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Strobilomyces
749,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Strobilurus
750,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia
751,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Stypella
752,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium
753,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus
754,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus
755,Fungi,Basidiomycota,Agaricomycetes,Lepidostromatales,Lepidostromataceae,Sulzbacheromyces
756,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Sutorius
758,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Taiwanofungus
759,Fungi,Basidiomycota,Agaricomycetes,Boletales,Tapinellaceae,Tapinella
760,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Tectella
761,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tephrocybe
762,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tephrocybella
763,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Terana
764,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Termiticola
765,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Termitomyces
766,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Tetrapyrgos
767,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus
768,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Thaxterogaster
769,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora
770,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella
771,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentellopsis
772,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Torrendia
773,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes
774,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametopsis
775,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Trappeaceae,Trappea
776,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora
778,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Tremellodendron
779,Fungi,Basidiomycota,Agaricomycetes,Boletales,Diplocystidiaceae,Tremellogaster
780,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Tremelloscypha
781,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Tremiscus
782,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,incertae_sedis,Trichaptum
783,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma
784,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Tricholomella
785,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholomopsis
786,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma
787,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Trogia
788,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Tropicoporus
789,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Truncocolumella
790,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria
791,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Tubariomyces
792,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Tubulicium
793,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Tubulicrinis
794,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella
795,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma
796,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Turbinellus
797,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus
798,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora
799,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula
800,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Tyromyces
801,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Uncobasidium
802,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Vararia
803,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Veluticeps
804,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Verrucospora
805,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvariella
806,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvopluteus
807,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Vuilleminia
808,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Waitea
809,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Weraroa
810,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,Woldmaria
811,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Wolfiporia
812,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Xanthagaricus
813,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xanthoconium
814,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Xanthoporia
815,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasma
816,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasmatella
817,Fungi,Basidiomycota,Agaricomycetes,Russulales,incertae_sedis,Xeroceps
818,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus
819,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomus
820,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Xeromphalina
821,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Xerula
822,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Xylobolus
823,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Zangia
824,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Zelleromyces
